point_id,latitude,longitude,arrondissement,heat_class,heat_label,total_features,collisions_n,collisions_victimes,collisions_morts,collisions_blesses_graves,collisions_blesses_legers,collisions_gravite_pire,permis_n,permis_logements,permis_types_top,entraves_n,entraves_actives,entraves_raisons_top,entraves_fin_derniere,arbres_n,arbres_especes_top,arbres_dhp_moyen,emplacements_arbres_n
P05995,45.494,-73.5812,Ville-Marie,5,Îlot de chaleur,10,8,1,0,0,1,Léger,0,0,,0,0,,,1,Févier 'Northern Acclaim'(1),8,1
P05996,45.494,-73.581,Ville-Marie,5,Îlot de chaleur,4,0,0,0,0,0,,0,0,,0,0,,,2,Orme Homestead(1); Févier Skyline(1),23,2
P05997,45.494,-73.58,Ville-Marie,4,Température plus chaude que la moyenne (à risque),3,0,0,0,0,0,,3,0,Transformation(1); Travaux extérieurs-intérieurs(1); Travaux extérieurs(1),0,0,,,0,,,0
P05998,45.494,-73.5798,Ville-Marie,4,Température plus chaude que la moyenne (à risque),5,0,0,0,0,0,,3,0,Transformation(3),0,0,,,1,Chicot du Canada(1),11,1
P05999,45.494,-73.5796,Ville-Marie,5,Îlot de chaleur,9,3,0,0,0,0,Dommages matériels,0,0,,0,0,,,3,Orme Morton (Accolade TM)(2); Chicot du Canada(1),10.3,3
P06000,45.494,-73.5794,Ville-Marie,5,Îlot de chaleur,2,0,0,0,0,0,,0,0,,0,0,,,1,Chicot du Canada(1),10,1
P06001,45.494,-73.5792,Ville-Marie,5,Îlot de chaleur,2,0,0,0,0,0,,0,0,,0,0,,,1,Févier inerme d'Amérique(1),22,1
P06002,45.494,-73.579,Ville-Marie,4,Température plus chaude que la moyenne (à risque),10,2,0,0,0,0,Dommages matériels,2,0,Construction(1); Transformation(1),0,0,,,3,Févier inerme d'Amérique(2); Févier Skyline(1),16,3
P06003,45.494,-73.5788,Ville-Marie,4,Température plus chaude que la moyenne (à risque),2,0,0,0,0,0,,0,0,,0,0,,,0,,,2
P06004,45.494,-73.578,Ville-Marie,5,Îlot de chaleur,7,0,0,0,0,0,,7,0,Transformation(3); Certificat d'autorisation(3); Travaux extérieurs(1),0,0,,,0,,,0
P06005,45.494,-73.575,Ville-Marie,4,Température plus chaude que la moyenne (à risque),1,0,0,0,0,0,,1,0,Transformation(1),0,0,,,0,,,0
P06006,45.494,-73.5746,Ville-Marie,4,Température plus chaude que la moyenne (à risque),4,0,0,0,0,0,,0,0,,0,0,,,0,,,4
P06007,45.494,-73.5742,Ville-Marie,4,Température plus chaude que la moyenne (à risque),2,0,0,0,0,0,,2,0,Travaux intérieurs(2),0,0,,,0,,,0
P06008,45.494,-73.5736,Ville-Marie,5,Îlot de chaleur,6,0,0,0,0,0,,4,61,Transformation(1); Travaux extérieurs(1); Construction(1),0,0,,,1,Érable argenté(1),40,1
P06009,45.494,-73.5734,Ville-Marie,5,Îlot de chaleur,4,0,0,0,0,0,,0,0,,0,0,,,2,Érable argenté(2),36.5,2
P06010,45.494,-73.5732,Ville-Marie,4,Température plus chaude que la moyenne (à risque),12,8,1,0,0,1,Léger,0,0,,0,0,,,2,Marronnier glabre(2),5,2
P06011,45.494,-73.573,Ville-Marie,4,Température plus chaude que la moyenne (à risque),3,0,0,0,0,0,,3,0,Travaux extérieurs(3),0,0,,,0,,,0
P06012,45.494,-73.5728,Ville-Marie,4,Température plus chaude que la moyenne (à risque),1,0,0,0,0,0,,1,0,Transformation(1),0,0,,,0,,,0
P06013,45.494,-73.5724,Ville-Marie,4,Température plus chaude que la moyenne (à risque),2,0,0,0,0,0,,2,0,Transformation(1); Certificat d'autorisation(1),0,0,,,0,,,0
P06014,45.494,-73.5722,Ville-Marie,4,Température plus chaude que la moyenne (à risque),6,0,0,0,0,0,,0,0,,0,0,,,3,Érable argenté Pyramidal(2); Thuya occidental(1),25.7,3
P06015,45.494,-73.572,Ville-Marie,4,Température plus chaude que la moyenne (à risque),18,0,0,0,0,0,,0,0,,0,0,,,8,Thuya occidental(5); Peuplier Tower(3),13,10
P06016,45.494,-73.5704,Ville-Marie,3,Température plus proche de la moyenne,4,0,0,0,0,0,,0,0,,0,0,,,2,Pommier(1); Févier Skyline(1),16.5,2
P06017,45.494,-73.5702,Ville-Marie,3,Température plus proche de la moyenne,4,0,0,0,0,0,,0,0,,0,0,,,2,Érable de l'Armour(1); Orme Homestead(1),29.5,2
P06018,45.494,-73.57,Ville-Marie,3,Température plus proche de la moyenne,4,0,0,0,0,0,,0,0,,0,0,,,2,"Chêne rouge(1); Prunier, Cerisier ou Pêcher(1)",28.5,2
P06019,45.494,-73.5698,Ville-Marie,3,Température plus proche de la moyenne,2,0,0,0,0,0,,0,0,,0,0,,,1,Orme de Sibérie(1),45,1
P06020,45.494,-73.5696,Ville-Marie,3,Température plus proche de la moyenne,6,0,0,0,0,0,,0,0,,0,0,,,3,Pommier(2); Érable à sucre(1),19.7,3
P06021,45.494,-73.5694,Ville-Marie,3,Température plus proche de la moyenne,15,8,0,0,0,0,Dommages matériels,0,0,,0,0,,,1,Orme Morton (Accolade TM)(1),15,6
P06022,45.494,-73.5692,Ville-Marie,3,Température plus proche de la moyenne,9,0,0,0,0,0,,0,0,,0,0,,,4,Pommetier Thunderchild(4),14.8,5
P06023,45.494,-73.569,Ville-Marie,3,Température plus proche de la moyenne,10,0,0,0,0,0,,0,0,,0,0,,,5,Amélanchier(2); Chicot du Canada(1); Orme(1),8.8,5
P06024,45.494,-73.5688,Ville-Marie,3,Température plus proche de la moyenne,6,0,0,0,0,0,,0,0,,0,0,,,3,Chicot du Canada(3),8,3
P06025,45.494,-73.5686,Ville-Marie,3,Température plus proche de la moyenne,4,0,0,0,0,0,,0,0,,0,0,,,2,Chicot du Canada(2),8,2
P06026,45.494,-73.5684,Ville-Marie,3,Température plus proche de la moyenne,6,0,0,0,0,0,,0,0,,0,0,,,2,Érable argenté(1); Charme de Caroline(1),9,4
P06027,45.494,-73.5676,Ville-Marie,3,Température plus proche de la moyenne,2,0,0,0,0,0,,0,0,,0,0,,,1,Érable de Norvège(1),16,1
P06028,45.494,-73.5674,Ville-Marie,3,Température plus proche de la moyenne,5,0,0,0,0,0,,3,0,Transformation(3),0,0,,,1,Érable Autumn Blaze(1),21,1
P06029,45.494,-73.5672,Ville-Marie,3,Température plus proche de la moyenne,2,0,0,0,0,0,,0,0,,0,0,,,1,Févier Skyline(1),22,1
P06030,45.494,-73.567,Ville-Marie,3,Température plus proche de la moyenne,6,0,0,0,0,0,,0,0,,0,0,,,3,Érable de Norvège Deborah(1); Févier Skyline(1); Gleditsia triacanthos 'Street Keeper'(1),19,3
P06031,45.494,-73.5666,Ville-Marie,3,Température plus proche de la moyenne,4,0,0,0,0,0,,0,0,,0,0,,,2,Févier Skyline(1); Acer x freemanii 'Autumn Fantasy'(1),5,2
P06032,45.494,-73.5658,Ville-Marie,2,Température plus froide que la moyenne,2,0,0,0,0,0,,0,0,,0,0,,,1,Févier d'Amérique(1),24,1
P06033,45.494,-73.5656,Ville-Marie,2,Température plus froide que la moyenne,6,0,0,0,0,0,,0,0,,0,0,,,3,Févier d'Amérique(3),27,3
P06034,45.494,-73.5654,Ville-Marie,2,Température plus froide que la moyenne,4,0,0,0,0,0,,0,0,,0,0,,,2,Févier d'Amérique(2),23.5,2
P06035,45.494,-73.5642,Ville-Marie,3,Température plus proche de la moyenne,2,0,0,0,0,0,,0,0,,0,0,,,1,Ginkgo à feuilles bilobées(1),5,1
P06036,45.494,-73.564,Ville-Marie,5,Îlot de chaleur,7,5,1,0,0,1,Léger,0,0,,0,0,,,1,Ginkgo à feuilles bilobées(1),8,1
P06037,45.494,-73.5638,Ville-Marie,5,Îlot de chaleur,4,0,0,0,0,0,,0,0,,0,0,,,2,Févier Shademaster(2),5,2
P06038,45.494,-73.563,Le Sud-Ouest,5,Îlot de chaleur,6,0,0,0,0,0,,0,0,,0,0,,,1,Févier Skyline(1),7,5
P06039,45.494,-73.5628,Le Sud-Ouest,5,Îlot de chaleur,2,0,0,0,0,0,,0,0,,0,0,,,1,Poirier Chantecleer(1),7,1
P06040,45.494,-73.5626,Le Sud-Ouest,5,Îlot de chaleur,2,0,0,0,0,0,,0,0,,0,0,,,1,Févier Skyline(1),7,1
P06041,45.494,-73.561,Le Sud-Ouest,5,Îlot de chaleur,6,0,0,0,0,0,,6,0,Démolition(3); Transformation(3),0,0,,,0,,,0
P06042,45.494,-73.5608,Le Sud-Ouest,4,Température plus chaude que la moyenne (à risque),2,0,0,0,0,0,,2,0,Transformation(2),0,0,,,0,,,0
P06043,45.494,-73.5598,Le Sud-Ouest,4,Température plus chaude que la moyenne (à risque),1,0,0,0,0,0,,0,0,,0,0,,,0,,,1
P06044,45.494,-73.5596,Le Sud-Ouest,4,Température plus chaude que la moyenne (à risque),1,0,0,0,0,0,,0,0,,0,0,,,0,,,1
P06045,45.494,-73.5594,,4,Température plus chaude que la moyenne (à risque),25,25,12,0,0,12,Léger,0,0,,0,0,,,0,,,0
P06046,45.494,-73.5592,Le Sud-Ouest,4,Température plus chaude que la moyenne (à risque),1,0,0,0,0,0,,1,0,Transformation(1),0,0,,,0,,,0
P06047,45.494,-73.559,Le Sud-Ouest,4,Température plus chaude que la moyenne (à risque),1,0,0,0,0,0,,0,0,,0,0,,,0,,,1
P06048,45.494,-73.5584,Le Sud-Ouest,3,Température plus proche de la moyenne,9,0,0,0,0,0,,9,0,Travaux intérieurs(6); Travaux extérieurs-intérieurs(2); Travaux extérieurs(1),0,0,,,0,,,0
P06049,45.494,-73.5578,Le Sud-Ouest,4,Température plus chaude que la moyenne (à risque),8,0,0,0,0,0,,8,0,Transformation(6); Démolition(1); Travaux intérieurs(1),0,0,,,0,,,0
P06050,45.494,-73.557,Le Sud-Ouest,5,Îlot de chaleur,13,12,3,0,0,3,Léger,0,0,,0,0,,,0,,,1
P06051,45.494,-73.5568,Le Sud-Ouest,5,Îlot de chaleur,4,0,0,0,0,0,,1,0,Transformation(1),0,0,,,1,Chicot du Canada(1),17,2
P06052,45.494,-73.5564,Le Sud-Ouest,4,Température plus chaude que la moyenne (à risque),4,0,0,0,0,0,,4,0,Transformation(2); Travaux extérieurs(1); Travaux intérieurs(1),0,0,,,0,,,0
P06053,45.494,-73.5554,,4,Température plus chaude que la moyenne (à risque),7,7,0,0,0,0,Dommages matériels,0,0,,0,0,,,0,,,0
P06054,45.4938,-73.5844,Ville-Marie,2,Température plus froide que la moyenne,4,0,0,0,0,0,,0,0,,0,0,,,2,Nom français(2),9,2
P06055,45.4938,-73.5842,Ville-Marie,3,Température plus proche de la moyenne,9,0,0,0,0,0,,5,0,Transformation(5),0,0,,,2,Nom français(1); Ulmus x 'Morton Glossy' (Triumph TM)(1),6,2
P06056,45.4938,-73.584,Ville-Marie,3,Température plus proche de la moyenne,2,0,0,0,0,0,,0,0,,0,0,,,1,Orme(1),5,1
P06057,45.4938,-73.5836,Ville-Marie,4,Température plus chaude que la moyenne (à risque),25,0,0,0,0,0,,25,0,Transformation(16); Travaux intérieurs(8); Travaux extérieurs(1),0,0,,,0,,,0
P06058,45.4938,-73.5832,Ville-Marie,4,Température plus chaude que la moyenne (à risque),2,0,0,0,0,0,,0,0,,0,0,,,0,,,2
P06059,45.4938,-73.583,Ville-Marie,4,Température plus chaude que la moyenne (à risque),2,0,0,0,0,0,,0,0,,0,0,,,0,,,2
P06060,45.4938,-73.5828,Ville-Marie,4,Température plus chaude que la moyenne (à risque),2,0,0,0,0,0,,0,0,,0,0,,,1,Ulmus x New Horizon(1),13,1
P06061,45.4938,-73.5826,Ville-Marie,4,Température plus chaude que la moyenne (à risque),3,0,0,0,0,0,,3,0,Travaux extérieurs(3),0,0,,,0,,,0
P06062,45.4938,-73.5824,Ville-Marie,4,Température plus chaude que la moyenne (à risque),2,0,0,0,0,0,,0,0,,0,0,,,1,Chicot du Canada(1),5,1
P06063,45.4938,-73.5822,Ville-Marie,4,Température plus chaude que la moyenne (à risque),11,9,0,0,0,0,Dommages matériels,0,0,,0,0,,,1,Orme Morton (Accolade TM)(1),7,1
P06064,45.4938,-73.582,Ville-Marie,5,Îlot de chaleur,6,0,0,0,0,0,,0,0,,0,0,,,3,Orme(1); Févier Skyline(1); Érable argenté(1),21.3,3
P06065,45.4938,-73.5818,Ville-Marie,5,Îlot de chaleur,2,0,0,0,0,0,,0,0,,0,0,,,1,Catalpa de l'Ouest(1),28,1
P06066,45.4938,-73.5816,Ville-Marie,5,Îlot de chaleur,5,0,0,0,0,0,,3,0,Transformation(3),0,0,,,1,Févier Skyline(1),7,1
P06067,45.4938,-73.5814,Ville-Marie,5,Îlot de chaleur,9,2,0,0,0,0,Dommages matériels,1,0,Transformation(1),0,0,,,3,Févier Skyline(2); Chêne à gros fruits(1),11.3,3
P06068,45.4938,-73.5808,Ville-Marie,4,Température plus chaude que la moyenne (à risque),1,0,0,0,0,0,,1,0,Travaux intérieurs(1),0,0,,,0,,,0
P06069,45.4938,-73.5806,Ville-Marie,4,Température plus chaude que la moyenne (à risque),7,0,0,0,0,0,,7,0,Transformation(3); Travaux extérieurs(3); Travaux intérieurs(1),0,0,,,0,,,0
P06070,45.4938,-73.5798,Ville-Marie,5,Îlot de chaleur,5,0,0,0,0,0,,5,8,Travaux intérieurs(2); Démolition(1); Construction(1),0,0,,,0,,,0
P06071,45.4938,-73.5796,Ville-Marie,5,Îlot de chaleur,10,0,0,0,0,0,,8,0,Transformation(5); Travaux extérieurs(2); Travaux intérieurs(1),0,0,,,1,Orme Morton (Accolade TM)(1),5,1
P06072,45.4938,-73.5794,Ville-Marie,5,Îlot de chaleur,11,0,0,0,0,0,,9,0,Transformation(9),0,0,,,1,Févier Skyline(1),12,1
P06073,45.4938,-73.5792,Ville-Marie,5,Îlot de chaleur,44,41,8,0,0,8,Léger,2,0,Transformation(1); Construction(1),0,0,,,0,,,1
P06074,45.4938,-73.579,Ville-Marie,4,Température plus chaude que la moyenne (à risque),5,0,0,0,0,0,,0,0,,1,1,Construction/rénovation avec excavation(1),2026-10-31,2,Févier Skyline(1); Robinier faux-acacia(1),5,2
P06075,45.4938,-73.575,Ville-Marie,4,Température plus chaude que la moyenne (à risque),133,120,37,0,3,34,Grave,13,0,Transformation(13),0,0,,,0,,,0
P06076,45.4938,-73.5746,Ville-Marie,4,Température plus chaude que la moyenne (à risque),1,0,0,0,0,0,,0,0,,0,0,,,0,,,1
P06077,45.4938,-73.5734,Ville-Marie,5,Îlot de chaleur,2,0,0,0,0,0,,2,0,Transformation(2),0,0,,,0,,,0
P06078,45.4938,-73.5732,Ville-Marie,4,Température plus chaude que la moyenne (à risque),1,0,0,0,0,0,,1,0,Transformation(1),0,0,,,0,,,0
P06079,45.4938,-73.573,Ville-Marie,4,Température plus chaude que la moyenne (à risque),2,0,0,0,0,0,,2,0,Travaux extérieurs(2),0,0,,,0,,,0
P06080,45.4938,-73.5726,Ville-Marie,4,Température plus chaude que la moyenne (à risque),9,0,0,0,0,0,,1,0,Travaux extérieurs(1),0,0,,,0,,,8
P06081,45.4938,-73.5724,Ville-Marie,4,Température plus chaude que la moyenne (à risque),12,0,0,0,0,0,,2,1,Transformation(2),0,0,,,5,Érable argenté Pyramidal(2); Érable argenté(1); Thuya occidental(1),19.4,5
P06082,45.4938,-73.5722,Ville-Marie,4,Température plus chaude que la moyenne (à risque),30,8,0,0,0,0,Dommages matériels,1,-1,Transformation(1),0,0,,,9,Peuplier Tower(7); Thuya occidental(2),23.9,12
P06083,45.4938,-73.5708,Ville-Marie,4,Température plus chaude que la moyenne (à risque),8,7,0,0,0,0,Dommages matériels,1,0,Transformation(1),0,0,,,0,,,0
P06084,45.4938,-73.5706,Ville-Marie,4,Température plus chaude que la moyenne (à risque),4,0,0,0,0,0,,0,0,,0,0,,,2,Pommier(1); Épinette du Colorado(1),31.5,2
P06085,45.4938,-73.5704,Ville-Marie,3,Température plus proche de la moyenne,4,0,0,0,0,0,,0,0,,0,0,,,2,Pommier(1); Micocoulier occidental(1),26.5,2
P06086,45.4938,-73.5702,Ville-Marie,3,Température plus proche de la moyenne,1,0,0,0,0,0,,1,0,Transformation(1),0,0,,,0,,,0
P06087,45.4938,-73.57,Ville-Marie,3,Température plus proche de la moyenne,2,0,0,0,0,0,,0,0,,0,0,,,1,Pommier(1),29,1
P06088,45.4938,-73.5698,Ville-Marie,3,Température plus proche de la moyenne,6,0,0,0,0,0,,0,0,,0,0,,,3,Pommier(3),23,3
P06089,45.4938,-73.5696,Ville-Marie,3,Température plus proche de la moyenne,7,0,0,0,0,0,,1,0,Travaux d'agrandissement(1),0,0,,,3,Pommier(3),26,3
P06090,45.4938,-73.5694,Ville-Marie,3,Température plus proche de la moyenne,1,0,0,0,0,0,,0,0,,0,0,,,0,,,1
P06091,45.4938,-73.5692,Ville-Marie,3,Température plus proche de la moyenne,5,0,0,0,0,0,,0,0,,0,0,,,2,Pommetier Thunderchild(1); Ulmus x New Horizon(1),17.5,3
P06092,45.4938,-73.569,Ville-Marie,3,Température plus proche de la moyenne,10,2,0,0,0,0,Dommages matériels,0,0,,0,0,,,4,Pommetier Thunderchild(4),12.5,4
P06093,45.4938,-73.5688,Ville-Marie,3,Température plus proche de la moyenne,6,0,0,0,0,0,,0,0,,0,0,,,3,Pommetier Thunderchild(3),19.7,3
P06094,45.4938,-73.5686,Ville-Marie,3,Température plus proche de la moyenne,3,0,0,0,0,0,,0,0,,0,0,,,1,Charme de Caroline(1),5,2
P06095,45.4938,-73.5684,Ville-Marie,3,Température plus proche de la moyenne,2,0,0,0,0,0,,0,0,,0,0,,,1,Charme de Caroline(1),5,1
P06096,45.4938,-73.568,Ville-Marie,4,Température plus chaude que la moyenne (à risque),2,0,0,0,0,0,,2,0,Transformation(1); Certificat d'autorisation(1),0,0,,,0,,,0
P06097,45.4938,-73.5678,,4,Température plus chaude que la moyenne (à risque),4,4,1,0,0,1,Léger,0,0,,0,0,,,0,,,0
P06098,45.4938,-73.5676,Ville-Marie,4,Température plus chaude que la moyenne (à risque),12,6,0,0,0,0,Dommages matériels,6,0,Transformation(6),0,0,,,0,,,0
P06099,45.4938,-73.5674,Ville-Marie,4,Température plus chaude que la moyenne (à risque),2,0,0,0,0,0,,0,0,,0,0,,,1,Érable Autumn Blaze(1),21,1
P06100,45.4938,-73.5668,Ville-Marie,3,Température plus proche de la moyenne,2,0,0,0,0,0,,0,0,,0,0,,,1,Févier Skyline(1),31,1
P06101,45.4938,-73.5666,Ville-Marie,3,Température plus proche de la moyenne,6,0,0,0,0,0,,0,0,,0,0,,,3,Févier Skyline(2); Érable de Norvège Deborah(1),28.7,3
P06102,45.4938,-73.5664,Ville-Marie,3,Température plus proche de la moyenne,5,0,0,0,0,0,,0,0,,0,0,,,2,Érable de Norvège Deborah(1); Érable Autumn Blaze(1),13,3
P06103,45.4938,-73.5662,Ville-Marie,3,Température plus proche de la moyenne,6,0,0,0,0,0,,0,0,,0,0,,,3,Érable de Norvège Deborah(2); Érable Autumn Blaze(1),16.3,3
P06104,45.4938,-73.566,Ville-Marie,3,Température plus proche de la moyenne,2,0,0,0,0,0,,0,0,,0,0,,,1,Févier d'Amérique(1),21,1
P06105,45.4938,-73.5658,Ville-Marie,2,Température plus froide que la moyenne,10,0,0,0,0,0,,0,0,,0,0,,,5,Févier d'Amérique(3); Chêne anglais fastigié(2),17.2,5
P06106,45.4938,-73.5656,Ville-Marie,2,Température plus froide que la moyenne,6,0,0,0,0,0,,0,0,,0,0,,,3,Févier d'Amérique(2); Tilleul argenté(1),22.3,3
P06107,45.4938,-73.5648,Ville-Marie,3,Température plus proche de la moyenne,18,0,0,0,0,0,,18,0,Transformation(15); Travaux intérieurs(2); Certificat d'autorisation(1),0,0,,,0,,,0
P06108,45.4938,-73.5642,Ville-Marie,4,Température plus chaude que la moyenne (à risque),5,0,0,0,0,0,,1,0,Transformation(1),0,0,,,2,Ginkgo à feuilles bilobées(2),9,2
P06109,45.4938,-73.564,Ville-Marie,5,Îlot de chaleur,4,0,0,0,0,0,,0,0,,0,0,,,2,Févier Shademaster(2),5,2
P06110,45.4938,-73.5634,Le Sud-Ouest,5,Îlot de chaleur,12,0,0,0,0,0,,12,0,Transformation(7); Abattage d'arbres(3); Démolition(1),0,0,,,0,,,0
P06111,45.4938,-73.5626,Le Sud-Ouest,5,Îlot de chaleur,4,0,0,0,0,0,,0,0,,0,0,,,1,Poirier Chantecleer(1),7,3
P06112,45.4938,-73.5624,Le Sud-Ouest,5,Îlot de chaleur,8,0,0,0,0,0,,0,0,,0,0,,,3,Amelanchier laevis(1); Érable de l'Armour Flame(1); Chêne rouge(1),6.3,5
P06113,45.4938,-73.5622,Le Sud-Ouest,5,Îlot de chaleur,3,0,0,0,0,0,,1,0,Démolition(1),0,0,,,1,Chêne rouge(1),5,1
P06114,45.4938,-73.5616,Le Sud-Ouest,5,Îlot de chaleur,1,0,0,0,0,0,,1,0,Construction(1),0,0,,,0,,,0
P06115,45.4938,-73.5612,Le Sud-Ouest,5,Îlot de chaleur,2,0,0,0,0,0,,2,65,Travaux d'agrandissement(1); Travaux extérieurs(1),0,0,,,0,,,0
P06116,45.4938,-73.5608,,4,Température plus chaude que la moyenne (à risque),1,1,0,0,0,0,Dommages matériels,0,0,,0,0,,,0,,,0
P06117,45.4938,-73.5604,,4,Température plus chaude que la moyenne (à risque),1,1,0,0,0,0,Dommages matériels,0,0,,0,0,,,0,,,0
P06118,45.4938,-73.5602,,4,Température plus chaude que la moyenne (à risque),1,1,0,0,0,0,Dommages matériels (sous seuil),0,0,,0,0,,,0,,,0
P06119,45.4938,-73.5592,Le Sud-Ouest,4,Température plus chaude que la moyenne (à risque),2,0,0,0,0,0,,0,0,,0,0,,,1,Orme Pioneer(1),4,1
P06120,45.4938,-73.559,Le Sud-Ouest,4,Température plus chaude que la moyenne (à risque),6,0,0,0,0,0,,2,0,Transformation(2),0,0,,,2,Érable argenté(1); Ginkgo à feuilles bilobées(1),4,2
P06121,45.4938,-73.5588,Le Sud-Ouest,4,Température plus chaude que la moyenne (à risque),8,4,0,0,0,0,Dommages matériels,0,0,,0,0,,,2,Févier Shademaster(1); Orme Pioneer(1),5,2
P06122,45.4938,-73.5586,Le Sud-Ouest,4,Température plus chaude que la moyenne (à risque),5,0,0,0,0,0,,0,0,,0,0,,,2,Poirier Chantecleer(1); Févier Shademaster(1),5,3
P06123,45.4938,-73.5584,Le Sud-Ouest,4,Température plus chaude que la moyenne (à risque),4,2,0,0,0,0,Dommages matériels (sous seuil),0,0,,0,0,,,1,Poirier Chantecleer(1),5,1
P06124,45.4938,-73.5582,Le Sud-Ouest,4,Température plus chaude que la moyenne (à risque),2,0,0,0,0,0,,0,0,,0,0,,,1,Chicot du Canada(1),5,1
P06125,45.4938,-73.5574,Le Sud-Ouest,4,Température plus chaude que la moyenne (à risque),6,0,0,0,0,0,,6,0,Transformation(6),0,0,,,0,,,0
P06126,45.4938,-73.5572,Le Sud-Ouest,4,Température plus chaude que la moyenne (à risque),3,0,0,0,0,0,,0,0,,0,0,,,1,Chicot du Canada(1),10,2
P06127,45.4938,-73.557,Le Sud-Ouest,4,Température plus chaude que la moyenne (à risque),2,0,0,0,0,0,,1,0,Démolition(1),0,0,,,0,,,1
P06128,45.4938,-73.5566,Le Sud-Ouest,4,Température plus chaude que la moyenne (à risque),1,0,0,0,0,0,,0,0,,1,1,Autre(1),2026-06-05,0,,,0
P06129,45.4938,-73.556,Le Sud-Ouest,4,Température plus chaude que la moyenne (à risque),7,0,0,0,0,0,,7,0,Transformation(4); Abattage d'arbres(2); Aire de stationnement(1),0,0,,,0,,,0
P06130,45.4938,-73.5556,Le Sud-Ouest,4,Température plus chaude que la moyenne (à risque),1,0,0,0,0,0,,0,0,,0,0,,,0,,,1
P06131,45.4936,-73.5846,Ville-Marie,2,Température plus froide que la moyenne,4,0,0,0,0,0,,0,0,,0,0,,,2,Érable argenté(1); Orme Morton (Accolade TM)(1),21,2
P06132,45.4936,-73.5844,Ville-Marie,2,Température plus froide que la moyenne,38,34,12,0,0,12,Léger,4,0,Transformation(4),0,0,,,0,,,0
P06133,45.4936,-73.5842,Ville-Marie,3,Température plus proche de la moyenne,4,0,0,0,0,0,,0,0,,0,0,,,2,Chicot du Canada(1); Chêne pédonculé(1),10.5,2
P06134,45.4936,-73.5832,Ville-Marie,4,Température plus chaude que la moyenne (à risque),4,1,0,0,0,0,Dommages matériels (sous seuil),0,0,,0,0,,,1,Orme Morton (Accolade TM)(1),11,2
P06135,45.4936,-73.583,Ville-Marie,4,Température plus chaude que la moyenne (à risque),4,0,0,0,0,0,,0,0,,0,0,,,2,Orme Morton (Accolade TM)(2),12,2
P06136,45.4936,-73.5824,Ville-Marie,4,Température plus chaude que la moyenne (à risque),4,0,0,0,0,0,,4,0,Transformation(3); Travaux intérieurs(1),0,0,,,0,,,0
P06137,45.4936,-73.5822,Ville-Marie,4,Température plus chaude que la moyenne (à risque),3,0,0,0,0,0,,3,3,Transformation(1); Travaux intérieurs(1); Travaux extérieurs-intérieurs(1),0,0,,,0,,,0
P06138,45.4936,-73.582,Ville-Marie,4,Température plus chaude que la moyenne (à risque),2,0,0,0,0,0,,0,0,,0,0,,,1,Chicot du Canada(1),5,1
P06139,45.4936,-73.5818,Ville-Marie,4,Température plus chaude que la moyenne (à risque),31,25,13,0,0,13,Léger,6,0,Transformation(6),0,0,,,0,,,0
P06140,45.4936,-73.5816,Ville-Marie,5,Îlot de chaleur,5,3,0,0,0,0,Dommages matériels (sous seuil),0,0,,0,0,,,1,Chêne à gros fruits(1),16,1
P06141,45.4936,-73.5814,Ville-Marie,5,Îlot de chaleur,2,0,0,0,0,0,,0,0,,0,0,,,1,Orme d'Amérique(1),47,1
P06142,45.4936,-73.5812,Ville-Marie,5,Îlot de chaleur,3,0,0,0,0,0,,3,0,Travaux intérieurs(3),0,0,,,0,,,0
P06143,45.4936,-73.5808,Ville-Marie,5,Îlot de chaleur,2,0,0,0,0,0,,2,0,Transformation(1); Travaux extérieurs-intérieurs(1),0,0,,,0,,,0
P06144,45.4936,-73.58,Ville-Marie,5,Îlot de chaleur,5,0,0,0,0,0,,5,0,Transformation(4); Travaux intérieurs(1),0,0,,,0,,,0
P06145,45.4936,-73.5798,Ville-Marie,5,Îlot de chaleur,6,0,0,0,0,0,,4,0,Transformation(4),0,0,,,1,Orme Morton (Accolade TM)(1),5,1
P06146,45.4936,-73.5796,Ville-Marie,5,Îlot de chaleur,4,0,0,0,0,0,,2,4,Transformation(2),0,0,,,0,,,2
P06147,45.4936,-73.5794,Ville-Marie,5,Îlot de chaleur,4,0,0,0,0,0,,0,0,,0,0,,,2,Orme Morton (Accolade TM)(2),19,2
P06148,45.4936,-73.579,Ville-Marie,4,Température plus chaude que la moyenne (à risque),2,0,0,0,0,0,,0,0,,0,0,,,1,Chicot du Canada(1),15,1
P06149,45.4936,-73.5788,Ville-Marie,4,Température plus chaude que la moyenne (à risque),6,0,0,0,0,0,,2,0,Transformation(2),0,0,,,2,Chicot du Canada(1); Érable de Norvège colonnaire(1),5.5,2
P06150,45.4936,-73.5786,Ville-Marie,4,Température plus chaude que la moyenne (à risque),4,0,0,0,0,0,,0,0,,0,0,,,2,Chêne rouge(2),5,2
P06151,45.4936,-73.5768,Ville-Marie,4,Température plus chaude que la moyenne (à risque),23,0,0,0,0,0,,23,0,Transformation(10); Certificat d'autorisation(7); Travaux extérieurs(4),0,0,,,0,,,0
P06152,45.4936,-73.5754,Ville-Marie,3,Température plus proche de la moyenne,2,0,0,0,0,0,,0,0,,0,0,,,1,Orme Morton (Accolade TM)(1),5,1
P06153,45.4936,-73.5744,Ville-Marie,5,Îlot de chaleur,1,0,0,0,0,0,,0,0,,0,0,,,0,,,1
